phase	detail	resources	seconds	rate_per_s
load	MimicObservationChartevents.ndjson	500	0.69	723
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.76	660
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.69	729
load	MimicObservationChartevents.ndjson	500	0.73	689
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.71	708
load	MimicObservationChartevents.ndjson	500	0.80	625
load	MimicObservationChartevents.ndjson	500	0.68	731
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.76	660
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.69	728
load	MimicObservationChartevents.ndjson	500	0.78	644
load	MimicObservationChartevents.ndjson	500	0.73	685
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.78	639
load	MimicObservationChartevents.ndjson	500	0.71	702
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.70	718
load	MimicObservationChartevents.ndjson	500	0.83	605
load	MimicObservationChartevents.ndjson	500	1.01	495
load	MimicObservationChartevents.ndjson	500	1.00	500
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	1.07	469
load	MimicObservationChartevents.ndjson	500	1.01	496
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.99	506
load	MimicObservationChartevents.ndjson	500	1.10	453
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	1.08	463
load	MimicObservationChartevents.ndjson	500	1.04	481
load	MimicObservationChartevents.ndjson	500	1.01	496
load	MimicObservationChartevents.ndjson	500	0.96	521
load	MimicObservationChartevents.ndjson	500	1.01	493
load	MimicObservationChartevents.ndjson	500	1.02	492
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	1.04	481
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.77	654
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	0.99	503
load	MimicObservationChartevents.ndjson	500	1.00	501
load	MimicObservationChartevents.ndjson	500	1.00	502
load	MimicObservationChartevents.ndjson	500	0.98	510
load	MimicObservationChartevents.ndjson	500	1.00	501
load	MimicObservationChartevents.ndjson	500	0.76	654
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	1.03	486
load	MimicObservationChartevents.ndjson	500	1.03	485
load	MimicObservationChartevents.ndjson	500	1.00	499
load	MimicObservationChartevents.ndjson	500	1.07	466
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	1.01	497
load	MimicObservationChartevents.ndjson	500	0.84	596
load	MimicObservationChartevents.ndjson	500	0.86	582
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	1.01	495
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.80	625
load	MimicObservationChartevents.ndjson	500	1.04	483
load	MimicObservationChartevents.ndjson	500	0.78	641
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	0.99	503
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	1.03	485
load	MimicObservationChartevents.ndjson	500	1.04	483
load	MimicObservationChartevents.ndjson	500	1.07	468
load	MimicObservationChartevents.ndjson	500	1.02	488
load	MimicObservationChartevents.ndjson	500	0.76	658
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	0.99	506
load	MimicObservationChartevents.ndjson	500	1.02	489
load	MimicObservationChartevents.ndjson	500	1.01	494
load	MimicObservationChartevents.ndjson	500	1.00	500
load	MimicObservationChartevents.ndjson	500	1.09	460
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	1.02	490
load	MimicObservationChartevents.ndjson	500	0.80	625
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	1.04	479
load	MimicObservationChartevents.ndjson	500	1.07	469
load	MimicObservationChartevents.ndjson	500	1.05	476
load	MimicObservationChartevents.ndjson	500	0.84	598
load	MimicObservationChartevents.ndjson	500	0.83	601
load	MimicObservationChartevents.ndjson	500	0.99	506
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	1.09	460
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	1.02	491
load	MimicObservationChartevents.ndjson	500	1.04	479
load	MimicObservationChartevents.ndjson	500	1.01	495
load	MimicObservationChartevents.ndjson	500	1.03	485
load	MimicObservationChartevents.ndjson	500	1.00	499
load	MimicObservationChartevents.ndjson	500	0.74	676
load	MimicObservationChartevents.ndjson	500	0.75	666
load	MimicObservationChartevents.ndjson	500	0.78	641
load	MimicObservationChartevents.ndjson	500	0.78	644
load	MimicObservationChartevents.ndjson	500	0.78	642
load	MimicObservationChartevents.ndjson	500	0.83	599
load	MimicObservationChartevents.ndjson	500	0.81	617
load	MimicObservationChartevents.ndjson	500	0.73	681
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.80	627
load	MimicObservationChartevents.ndjson	500	0.76	658
load	MimicObservationChartevents.ndjson	500	0.80	628
load	MimicObservationChartevents.ndjson	500	0.79	631
load	MimicObservationChartevents.ndjson	500	0.83	602
load	MimicObservationChartevents.ndjson	500	0.79	631
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.73	687
load	MimicObservationChartevents.ndjson	500	0.74	672
load	MimicObservationChartevents.ndjson	500	0.85	586
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.68	740
load	MimicObservationChartevents.ndjson	500	0.75	670
load	MimicObservationChartevents.ndjson	500	0.78	639
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.74	671
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.73	685
load	MimicObservationChartevents.ndjson	500	0.83	605
load	MimicObservationChartevents.ndjson	500	0.79	636
load	MimicObservationChartevents.ndjson	500	0.72	694
load	MimicObservationChartevents.ndjson	500	0.73	683
load	MimicObservationChartevents.ndjson	500	0.74	676
load	MimicObservationChartevents.ndjson	500	0.78	638
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	1.05	474
load	MimicObservationChartevents.ndjson	500	0.81	615
load	MimicObservationChartevents.ndjson	500	0.80	625
load	MimicObservationChartevents.ndjson	500	0.86	578
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.79	637
load	MimicObservationChartevents.ndjson	500	1.08	461
load	MimicObservationChartevents.ndjson	500	1.08	465
load	MimicObservationChartevents.ndjson	500	1.06	473
load	MimicObservationChartevents.ndjson	500	1.06	470
load	MimicObservationChartevents.ndjson	500	1.05	474
load	MimicObservationChartevents.ndjson	500	1.08	463
load	MimicObservationChartevents.ndjson	500	1.05	475
load	MimicObservationChartevents.ndjson	500	0.84	598
load	MimicObservationChartevents.ndjson	500	0.86	582
load	MimicObservationChartevents.ndjson	500	1.07	469
load	MimicObservationChartevents.ndjson	500	1.00	498
load	MimicObservationChartevents.ndjson	500	1.08	462
load	MimicObservationChartevents.ndjson	500	1.02	490
load	MimicObservationChartevents.ndjson	500	1.11	451
load	MimicObservationChartevents.ndjson	500	0.81	617
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	1.01	495
load	MimicObservationChartevents.ndjson	500	1.03	485
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.82	609
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	1.01	497
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	0.82	607
load	MimicObservationChartevents.ndjson	500	1.01	496
load	MimicObservationChartevents.ndjson	500	1.08	463
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	1.05	475
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.73	687
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	1.01	497
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	1.19	421
load	MimicObservationChartevents.ndjson	500	1.16	431
load	MimicObservationChartevents.ndjson	500	1.21	414
load	MimicObservationChartevents.ndjson	500	1.20	416
load	MimicObservationChartevents.ndjson	500	1.14	438
load	MimicObservationChartevents.ndjson	500	1.13	443
load	MimicObservationChartevents.ndjson	500	1.17	429
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	1.18	426
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	1.04	482
load	MimicObservationChartevents.ndjson	500	0.96	520
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.71	708
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	1.00	501
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.74	675
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.70	717
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.64	787
load	MimicObservationChartevents.ndjson	500	0.64	786
load	MimicObservationChartevents.ndjson	500	0.70	717
load	MimicObservationChartevents.ndjson	500	0.64	782
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.73	689
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.71	706
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.73	687
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.83	599
load	MimicObservationChartevents.ndjson	500	0.68	741
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.97	516
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.84	594
load	MimicObservationChartevents.ndjson	500	0.97	513
load	MimicObservationChartevents.ndjson	500	0.95	529
load	MimicObservationChartevents.ndjson	500	1.00	499
load	MimicObservationChartevents.ndjson	500	0.86	583
load	MimicObservationChartevents.ndjson	500	0.74	677
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.77	647
load	MimicObservationChartevents.ndjson	500	0.83	604
load	MimicObservationChartevents.ndjson	500	0.69	723
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.85	588
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.65	768
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.67	747
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.99	507
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.71	702
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.70	713
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.74	677
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.72	690
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.64	786
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.71	700
load	MimicObservationChartevents.ndjson	500	0.58	865
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.66	759
load	MimicObservationChartevents.ndjson	500	0.59	842
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.72	698
load	MimicObservationChartevents.ndjson	500	0.62	810
load	MimicObservationChartevents.ndjson	500	0.72	690
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.69	724
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.68	734
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.70	709
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.81	620
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.67	746
load	MimicObservationChartevents.ndjson	500	0.79	631
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.86	578
load	MimicObservationChartevents.ndjson	500	0.69	720
load	MimicObservationChartevents.ndjson	500	0.84	594
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.79	630
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.95	528
load	MimicObservationChartevents.ndjson	500	0.86	578
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.78	645
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.69	728
load	MimicObservationChartevents.ndjson	500	0.73	688
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.79	634
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.68	731
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.72	697
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.68	731
load	MimicObservationChartevents.ndjson	500	0.60	835
load	MimicObservationChartevents.ndjson	500	0.59	840
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.69	729
load	MimicObservationChartevents.ndjson	500	0.61	821
load	MimicObservationChartevents.ndjson	500	0.63	789
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.59	840
load	MimicObservationChartevents.ndjson	500	0.59	843
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.71	702
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.75	667
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.78	641
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.98	508
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.82	611
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.71	699
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.79	637
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.67	743
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.77	652
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.77	649
